primaryName,originalTitle,birthYear,deathYear,primaryProfession
Jeff McGary,Sunset Sunrise,1971,2016,director
Penna Filho,Doce de Coco,1936,0,writer
Penna Filho,Doce de Coco,1936,0,director
Cosimo Messeri,Detesto l'elettronica stop,1984,0,director
Cosimo Messeri,Detesto l'elettronica stop,1984,0,writer
Hugh McLean,C Me Dance,1954,2013,director
Miroslaw Dembinski,Galeria Ady,1959,0,director
Adela Peeva,Razvod po albanski,1947,0,director
Adela Peeva,Razvod po albanski,1947,0,writer
Razvan Georgescu,Testimony,1965,2017,director
Razvan Georgescu,Testimony,1965,2017,writer
Alfonso S. Suárez,Voces en imágenes,1977,0,director
Alfonso S. Suárez,Voces en imágenes,1977,0,writer
Mark Thimijan,Barstool Cowboy,1976,0,writer
Mark Thimijan,Barstool Cowboy,1976,0,director
Steven Crowder,Bend & Break,1987,0,writer
Jordan Crowder,Bend & Break,1985,0,writer
James Nguyen,Birdemic: Shock and Terror,1966,0,writer
James Nguyen,Birdemic: Shock and Terror,1966,0,director
Rick Camp,Birdemic: Shock and Terror,1953,0,writer
Jay Mackenzie Roach,The Gadarene Swine,1977,0,director
Jason Bell,Girls' Night Out,1966,0,director
Zack Ford,Girls' Night Out,1982,0,writer
Zack Ford,Girls' Night Out,1982,0,director
Guy Orlebar,Kong Hong: Lost in Love,1978,0,writer
Guy Orlebar,Kong Hong: Lost in Love,1978,0,director
Luke Flynn,Vol. 1 Dream the Name Is Rogells (Ruggells),1975,0,writer
Amin Oussar,The Sky Has Fallen,1986,0,director
Scott Feinblatt,Summer People,1973,0,director
Scott Feinblatt,Summer People,1973,0,writer
Garrett D. Tiedemann,Trickery Mimicry,1983,0,director
Rachel Fleischer,Without a Home,1980,0,director
Rachel Fleischer,Without a Home,1980,0,writer
Amir Azimi,8 Million Dollars,1982,0,director
Maurey Loeffler,8 Million Dollars,1971,0,director
Maurey Loeffler,8 Million Dollars,1971,0,writer
Michael Wang,The Carrot Cake Conversations,1982,0,writer
Michael Wang,The Carrot Cake Conversations,1982,0,director
Julia Ostertag,Saila,1970,0,director
Roland Joffé,There Be Dragons,1945,0,director
Roland Joffé,There Be Dragons,1945,0,writer
Gonzalo Ramos,There Be Dragons,1989,0,writer
Bette Gordon,Handsome Harry,1950,0,director
Bette Gordon,Handsome Harry,1950,0,writer
Nicholas T. Proferes,Handsome Harry,1936,0,writer
Barbara Trojanová,Frantisek je devkar,1966,0,writer
Eva Papouskova,Svatba na bitevním poli,1969,0,writer
Julie Gayet,8 fois debout,1972,0,director
Andrew James Anselmo,Portrait of an American Family,1984,0,director
Andrew James Anselmo,Portrait of an American Family,1984,0,writer
Riccardo Leto,Brokers - Eroi per gioco,1967,0,writer
Angie Virgin,Virgin,1983,0,writer
André F. Nebe,The Race,1973,0,director
André F. Nebe,The Race,1973,0,writer
Sonja Wyss,Winterstilte,1967,0,director
Sonja Wyss,Winterstilte,1967,0,writer
Jean-Paul Jaud,Nos enfants nous accuseront,1946,0,director
Jean-Paul Jaud,Nos enfants nous accuseront,1946,0,writer
Enda Walsh,Chatroom,1967,0,writer
Enda Walsh,Chatroom,1967,0,director
Richie Hawtin,Chatroom,1970,0,director
Lindsay Lucas-Bartlett,Chatroom,1983,0,writer
Jim Florentine,A Little Help,1964,0,writer
Benjamin Nowack,The Preening Swan,1986,0,director
Asterios Peltekis,Kato apo to maquillage sou,1974,0,writer
Spyros-Andreas Papadatos,Kato apo to maquillage sou,1970,0,writer
Srdjan Mitrovic,Travelator,1969,0,director
Gilbert Adair,A Closed Book,1944,2011,writer
Sergej Moya,Kronos. Ende und Anfang,1988,0,writer
Sergej Moya,Kronos. Ende und Anfang,1988,0,director
Armin Franzen,Kronos. Ende und Anfang,1976,0,director
Stephen Davis,The Reef,1950,0,writer
Damian Walshe-Howling,The Reef,1971,0,director
Damian Walshe-Howling,The Reef,1971,0,writer
Adam Deacon,Shank,1983,0,writer
Plan B,Shank,1983,0,writer
Eric Kole,Shank,1987,0,writer
Eric Kole,Shank,1987,0,director
Eddie Kadi,Shank,1983,0,writer
Tim Doiron,GravyTrain,1979,0,writer
Urszula Antoniak,Nothing Personal,1968,0,writer
Urszula Antoniak,Nothing Personal,1968,0,director
Konrad Aksinowicz,Zamiana,1978,0,director
Konrad Aksinowicz,Zamiana,1978,0,writer
Xavier Berraondo,Ens veiem demà,1958,0,writer
Xavier Berraondo,Ens veiem demà,1958,0,director
Stephen Marsh,Jazzed Up Hoodlums,1986,0,director
Jamison Yang,Death at a Funeral,1976,0,director
Trae Ireland,Death at a Funeral,1978,0,writer
Columbus Short,Death at a Funeral,1982,0,writer
Dean Craig,Death at a Funeral,1974,0,writer
Dean Craig,Death at a Funeral,1974,0,director
Hagen Bogdanski,The Beaver,1965,0,director
Chris Connolly,The Beaver,1973,0,writer
Riley Thomas Stewart,The Beaver,2002,0,director
Riley Thomas Stewart,The Beaver,2002,0,writer
Dav Kaufman,Herpers,1969,0,director
Dav Kaufman,Herpers,1969,0,writer
Ryan Piers Williams,The Dry Land,1981,0,writer
Julia Dwyer Sullivan,The Dry Land,1980,0,writer
Ryôtarô Muramatsu,Aria,1971,0,director
Ryôtarô Muramatsu,Aria,1971,0,writer
Ewan McGregor,August: Osage County,1971,0,writer
Juliette Lewis,August: Osage County,1973,0,director
Sam Shepard,August: Osage County,1943,2017,writer
Jean Doumanian,August: Osage County,1934,0,writer
Tracy Letts,August: Osage County,1965,0,writer
Tze Chun,Children of Invention,1980,0,writer
Nanette Burstein,Going the Distance,1970,0,director
Nanette Burstein,Going the Distance,1970,0,writer
Matt Servitto,Going the Distance,1965,0,director
Matt Servitto,Going the Distance,1965,0,writer
Albert Hammond Jr.,Going the Distance,1980,0,director
Samantha Futerman,Going the Distance,1987,0,director
Samantha Futerman,Going the Distance,1987,0,writer
Stephanie Shannon,Going the Distance,1984,0,writer
Péter Szajki,Intim fejlövés,1980,0,director
Péter Szajki,Intim fejlövés,1980,0,writer
Pál Laska,Intim fejlövés,1979,0,writer
Yasmina Reza,Chicas,1959,0,writer
Yasmina Reza,Chicas,1959,0,director
Håkon Liu,Miss Kicki,1975,2017,director
Håkon Liu,Miss Kicki,1975,2017,writer
Julia Dufvenius,Psalm 21,1975,0,writer
Fredrik Hiller,Psalm 21,1970,0,director
Fredrik Hiller,Psalm 21,1970,0,writer
Pierre Wilén,Psalm 21,1981,0,director
Christoffer Glans,Psalm 21,1984,0,director
Laurie Simmons,Creative Nonfiction,1949,0,director
Çagan Irmak,Issiz Adam,1970,0,director
Çagan Irmak,Issiz Adam,1970,0,writer
Zach Clark,Modern Love Is Automatic,1982,0,writer
Zach Clark,Modern Love Is Automatic,1982,0,director
Don Schain,Frozen,1941,2015,director
Adam Green,Frozen,1975,0,writer
Adam Green,Frozen,1975,0,director
Cody Blue Snider,Frozen,1989,0,director
Mae Catt,Frozen,1991,0,writer
Ezio Massa,Villa,1972,0,director
Ezio Massa,Villa,1972,0,writer
Borhane Alaouié,Khalass,1941,0,director
Borhane Alaouié,Khalass,1941,0,writer
Michael Wonnacott,Suck,1980,0,director
Mallory Carrick,The Fifth,1987,0,writer
Brad Eggerton,The Fifth,1988,0,director
Brad Eggerton,The Fifth,1988,0,writer
Marcel Jones,Nara,1973,0,writer
Jörg Buttgereit,Captain Berlin versus Hitler,1963,0,director
Jörg Buttgereit,Captain Berlin versus Hitler,1963,0,writer
Nico Sommer,Stiller Frühling,1983,0,director
Nico Sommer,Stiller Frühling,1983,0,writer
Karen Moncrieff,The Trials of Cate McCall,1963,0,director
Karen Moncrieff,The Trials of Cate McCall,1963,0,writer
Raymond Red,Himpapawid,1965,0,director
Raymond Red,Himpapawid,1965,0,writer
Srdjan Koljevic,Zena sa slomljenim nosem,1966,0,writer
Srdjan Koljevic,Zena sa slomljenim nosem,1966,0,director
Audrey Elizabeth Evans,Monsterland,1998,0,writer
Thiago Moyses,Sindrome de Pinocchio,1981,0,director
Thiago Moyses,Sindrome de Pinocchio,1981,0,writer
Chris Gore,The People vs. George Lucas,1965,0,writer
Ian Bonds,The People vs. George Lucas,1979,0,writer
Brian Comerford,The People vs. George Lucas,1971,0,director
Nikki Coble,Stags,1979,0,writer
Lee Carlo,Through the Woods,1984,0,director
Radoslaw Markiewicz,Raj za daleko,1976,0,director
Radoslaw Markiewicz,Raj za daleko,1976,0,writer
Misha Gabriel Hamilton,Boogie Town,1987,0,director
Danny Buday,Five Star Day,1977,0,director
Danny Buday,Five Star Day,1977,0,writer
Florian Eichinger,Bergfest,1971,0,director
Florian Eichinger,Bergfest,1971,0,writer
Sidow Sobrino,Bad Actress,1975,0,director
H.P. Mendoza,Fruit Fly,1977,0,writer
Nick O'Mahoney,Jesus F Trotsky Presents... The Greatest Film Never Made,1982,0,director
Scott Bailey,Backlight,1978,0,director
Elliott Ehlers,Marin Blue,1986,0,writer
Stephanie Linus,Through the Glass,1982,0,director
Niels Mueller,Tracks,1961,0,writer
Niels Mueller,Tracks,1961,0,director
Jinoh Park,Should've Kissed,1970,0,director
Jinoh Park,Should've Kissed,1970,0,writer
Jerry Cavallaro,Stuck Like Chuck,1988,0,director
Jerry Cavallaro,Stuck Like Chuck,1988,0,writer
J.F. Leduc,?,1972,0,director
Sandy Jimenez,The Likes of Us,1968,0,director
Manuel Concha,Mañana,1980,0,director
Manuel Concha,Mañana,1980,0,writer
Ehsan Noroozi,Mañana,1981,0,writer
Peter Rodger,Oh My God,1965,0,director
Peter Rodger,Oh My God,1965,0,writer
Clayton Broomes Jr.,Pro-Black Sheep,1974,0,director
William Raymond Manchester,Gooseberry Island,1922,2004,writer
Tudor Giurgiu,Nunti muzici si casete video,1972,0,director
Tudor Giurgiu,Nunti muzici si casete video,1972,0,writer
Jill Jaress,The One-Nighter,1947,0,writer
Guile Branco,The One-Nighter,1979,0,writer
Rick Bickerstaff,The One-Nighter,1986,0,director
Michael Glawogger,Whores' Glory,1959,2014,writer
Michael Glawogger,Whores' Glory,1959,2014,director
Wolfgang Thaler,Whores' Glory,1958,0,director
Aaron Jenkin,Cyrus,1980,0,director
Felix Moeller,Harlan - Im Schatten von Jud Süß,1965,0,director
Felix Moeller,Harlan - Im Schatten von Jud Süß,1965,0,writer
Christian-Rhen Stefani,Under Watchful Eyes,1974,0,director
Christian-Rhen Stefani,Under Watchful Eyes,1974,0,writer
Rich Drezen,Willets Point,1985,0,writer
David Cooper,Niflheim: Blood & Bullets,1984,0,director
David Cooper,Niflheim: Blood & Bullets,1984,0,writer
Charlie Sapadin,Swop!,1973,0,writer
Conor McDermottroe,Swansong: Story of Occi Byrne,1960,0,writer
Conor McDermottroe,Swansong: Story of Occi Byrne,1960,0,director
Zita Zenda,Where's the Music At?,1965,0,director
Zita Zenda,Where's the Music At?,1965,0,writer
Dustin Sherman,Where's the Music At?,1984,0,writer
Sergei Ovcharov,Sad,1955,0,director
Sergei Ovcharov,Sad,1955,0,writer
Igor Yasulovich,Sad,1941,0,director
Sean Wist,Rock Hard,1984,0,director
Yen-Ping Chu,Ci ling,1950,0,director
Yen-Ping Chu,Ci ling,1950,0,writer
Randolph Mantooth,Bold Native,1945,0,director
Samantha Schacher,Bold Native,1983,0,writer
Geoff Sumner,Bold Native,1975,0,writer
Brandon Ficara,Bold Native,1975,0,writer
Leigh Scott,Chrome Angels,1972,0,writer
Leigh Scott,Chrome Angels,1972,0,director
Frida Farrell,Chrome Angels,1979,0,director
Bryan Krass,Chrome Angels,1982,0,director
Marilyn Chambers,Porndogs: The Adventures of Sadie,1952,2009,writer
Stan Foster,Preacher's Kid,1960,0,director
Shalonda Odoms,Preacher's Kid,1980,0,writer
Shalonda Odoms,Preacher's Kid,1980,0,director
Justin Price,Preacher's Kid,1985,0,writer
Neko Hsu,Ai de fa sheng lian xi,1979,0,writer
Reinhard Astleithner,Bildwerfer - Die 11 Stufen des Helden,1976,0,writer
Reinhard Astleithner,Bildwerfer - Die 11 Stufen des Helden,1976,0,director
Robin Lynch,Yeardley,1973,0,director
Sulo Williams,Convincing Clooney,1973,2016,writer
James E. Motluk,Jajo's Secret,1964,0,writer
James E. Motluk,Jajo's Secret,1964,0,director
Taliya Finkel,Kosot ruach leaba,1978,0,director
Taliya Finkel,Kosot ruach leaba,1978,0,writer
Jaquie Brown,The Life and Death of Steriogram,1975,0,writer
Farah Khalid,The Life and Death of Steriogram,1976,0,director
Christian Bunz,Stairway from Hell,1977,0,director
Christian Bunz,Stairway from Hell,1977,0,writer
Fernando Noor,The Grover Complex,1986,0,writer
Gabrielle Zevin,Memoirs of a Teenage Amnesiac,1977,0,writer
Helena Papírníková,"Nase jediná jistota je, ze vsechno dobre dopadne",1978,0,director
Helena Papírníková,"Nase jediná jistota je, ze vsechno dobre dopadne",1978,0,writer
Onur Saylak,Sonbahar,1977,0,director
Onur Saylak,Sonbahar,1977,0,writer
Özcan Alper,Sonbahar,1975,0,director
Özcan Alper,Sonbahar,1975,0,writer
Kera,Tsumi toka batsu toka,1963,0,writer
Kera,Tsumi toka batsu toka,1963,0,director
Louis Mataré,Höhenflug - Eine Expedition ans südliche Ende der Welt,1980,0,director
Diego Rafecas,Rodney,1970,2017,director
Olivier Zuchuat,Au loin des villages,1969,0,director
Andrew Hardaway,The Judgment of Weeping Mary,1983,0,director
Andrew Hardaway,The Judgment of Weeping Mary,1983,0,writer
Franklyn,Last Night in Brooklyn,1975,0,director
Normand D'Amour,5150 rue des Ormes,1962,0,writer
Patrick Senécal,5150 rue des Ormes,1967,0,writer
Patrick Senécal,5150 rue des Ormes,1967,0,director
Fernando Cortizo,O Apóstolo,1973,0,director
Fernando Cortizo,O Apóstolo,1973,0,writer
Vardis Marinakis,Mavro livadi,1971,0,director
Vardis Marinakis,Mavro livadi,1971,0,writer
Anna Kannava,Kissing Paris,1959,2011,writer
Anna Kannava,Kissing Paris,1959,2011,director
Kevin Woods,Bath,1976,0,director
Damian Bailey,The Big Wes,1976,0,writer
Samantha Lockwood,Shoot the Hero,1982,0,writer
Mike Hatton,Shoot the Hero,1978,0,writer
Cihan Inan,180° - Wenn deine Welt plötzlich Kopf steht,1969,0,writer
Philippe Vallois,Esprit es-tu là?,1948,0,director
Philippe Vallois,Esprit es-tu là?,1948,0,writer
Khaled Hosseini,Marc Forster - Der Weg zu 007,1965,0,writer
Fritz Muri,Marc Forster - Der Weg zu 007,1955,0,director
Fritz Muri,Marc Forster - Der Weg zu 007,1955,0,writer
Ina Borrmann,Das Verschwinden der Zeit,1969,0,director
Ina Borrmann,Das Verschwinden der Zeit,1969,0,writer
Guillermo Grillo,Fantasma de Buenos Aires,1970,0,director
Guillermo Grillo,Fantasma de Buenos Aires,1970,0,writer
Agustín Oroz,Fantasma de Buenos Aires,1983,0,writer
György Geszler,"Andersen, avagy a mesék meséje",1943,0,writer
Ryan Brandon,Where Are You Sophia?,1983,0,writer
Denis Neymand,Otkrytoe prostranstvo,1967,0,director
Denis Neymand,Otkrytoe prostranstvo,1967,0,writer
Tom DiCillo,When You're Strange,1953,0,director
Tom DiCillo,When You're Strange,1953,0,writer
Tom Naughton,Fat Head,1958,0,director
Dolors Genovès,Topografia de la memòria,1954,0,director
Dolors Genovès,Topografia de la memòria,1954,0,writer
Sean Frost,Brother Mine,1969,0,writer
Sean Frost,Brother Mine,1969,0,director
Richard Jeni,Chasing Robert,1957,2007,writer
Mike MacDonald,Chasing Robert,1954,2018,writer
Willy Parsons,Chasing Robert,1959,0,writer
Brian B. Ferretti,Chasing Robert,1980,0,writer
Daniel Ball,A Time for Rain,1977,0,director
Gilbert Nash,A Time for Rain,1965,0,director
Khaled Ghorbal,Un si beau voyage,1950,0,director
Khaled Ghorbal,Un si beau voyage,1950,0,writer
Mariah Robinson,Hit Parade,1980,2019,writer
Diego Rafecas,Paco,1970,2017,director
Håvard Lilleheie,"Au Pair, Kansas",1973,0,writer
Joshua Leonard,Humpday,1975,0,writer
Joshua Leonard,Humpday,1975,0,director
Henry Weintraub,Melvin,1981,0,director
Stephen Philipson,Prom Night in Mississippi,1977,0,director
Tracy Morse,See How They Run,1965,0,writer
Tracy Morse,See How They Run,1965,0,director
Trevor Adrian,Spirit Link,1985,0,writer
Jordan Graham,Spirit Link,1986,0,director
Maher Sabry,Toul omry,1967,0,director
Maher Sabry,Toul omry,1967,0,writer
Chris Wylde,The Revenant,1976,0,writer
Grifon Aldren,The Revenant,1979,0,writer
Franck Richard,La meute,1977,0,director
Franck Richard,La meute,1977,0,writer
Kent Butterworth,Attila and the Great Blue Bean,1953,0,director
Michael Roland Williams,Black Mold Exposure,1968,0,director
Eugene Ashe,Home Again,1965,0,writer
Eugene Ashe,Home Again,1965,0,director
David Geiss,Stubblejumper,1982,0,director
David Geiss,Stubblejumper,1982,0,writer
Grigore Vieru,"Politist, adjectiv",1935,2009,writer
Corneliu Porumboiu,"Politist, adjectiv",1975,0,director
Corneliu Porumboiu,"Politist, adjectiv",1975,0,writer
Brendan Fletcher,Rampage,1981,0,writer
Shaun Sipos,Rampage,1981,0,director
Shaun Sipos,Rampage,1981,0,writer
James Rewucki,Aegri Somnia,1966,0,director
Hannah Rothschild,The Jazz Baroness,1962,0,writer
Hannah Rothschild,The Jazz Baroness,1962,0,director
Cyrus Frisch,Oogverblindend,1969,0,director
Cyrus Frisch,Oogverblindend,1969,0,writer
Raja Amari,Anonymes,1971,0,director
Raja Amari,Anonymes,1971,0,writer
Lee Stokes,Valentine's Day,1966,0,director
Mario M. Milano,Dagger of Adultery,1978,0,director
Mario M. Milano,Dagger of Adultery,1978,0,writer
Rodrigo Dorfman,Generation Exile,1967,0,director
Rodrigo Dorfman,Generation Exile,1967,0,writer
Greg Sisco,"Gunslinger, P.I.",1988,0,writer
Greg Sisco,"Gunslinger, P.I.",1988,0,director
Jasmine McGlade,Guy and Madeline on a Park Bench,1985,0,writer
Jasmine McGlade,Guy and Madeline on a Park Bench,1985,0,director
Tyler Ruggeri,Guy and Madeline on a Park Bench,1983,0,writer
Justin Hurwitz,Guy and Madeline on a Park Bench,1985,0,writer
Yves Hanchar,Sans rancune!,1960,0,writer
Yves Hanchar,Sans rancune!,1960,0,director
Milan Mauger,Sans rancune!,1986,0,director
Milan Mauger,Sans rancune!,1986,0,writer
Rachel Mohlin,LasseMajas detektivbyrå - Kameleontens hämnd,1973,0,writer
Rachel Mohlin,LasseMajas detektivbyrå - Kameleontens hämnd,1973,0,director
Erik Skjoldbjærg,Nokas,1964,0,writer
Erik Skjoldbjærg,Nokas,1964,0,director
Christopher Grøndahl,Nokas,1969,0,writer
Rebeca Badía,Antes de morir piensa en mí.,1979,0,writer
Gilbert Ndahayo,Behind This Convent,1975,0,writer
Patricia Kealy,Children of Armageddon,1924,0,writer
Bob Maher,The Coming,1957,0,writer
Christopher J. Zayachkowski,A Life,1972,0,director
Christopher J. Zayachkowski,A Life,1972,0,writer
Lee Donald Taicher,Next Stop Belmondo,1936,0,director
Lee Donald Taicher,Next Stop Belmondo,1936,0,writer
Timothy Norman,The Supermarket,1985,0,director
Timothy Norman,The Supermarket,1985,0,writer
Ferdinando Vicentini Orgnani,Zulu Meets Jazz,1963,0,writer
Ferdinando Vicentini Orgnani,Zulu Meets Jazz,1963,0,director
Dominic Koulianos,Bloodlock,1973,0,writer
Amin Yoma,Dubai Love,1976,0,director
Warren F. Disbrow,Haunted Hay Ride: The Movie,1957,0,director
Warren F. Disbrow,Haunted Hay Ride: The Movie,1957,0,writer
Ziv Karshen,Maftir,1976,0,writer
Emily Johnson,Not the One,1975,0,writer
Jeremy A. Brown,Producing the Hood,1979,0,writer
Ryan Balas,Sandcastles,1985,0,writer
Ryan Balas,Sandcastles,1985,0,director
Woodie King Jr.,Segregating the Greatest Generation,1937,0,director
Borislav Sajtinac,Le tueur de Montmartre,1943,0,director
Borislav Sajtinac,Le tueur de Montmartre,1943,0,writer
Matt Nye,Two for Three,1986,0,writer
Matt Nye,Two for Three,1986,0,director
Blake Eckard,Backroad Blues,1980,0,writer
Blake Eckard,Backroad Blues,1980,0,director
Michael A. Shea,Being Jon Stewart,1960,0,director
Michael A. Shea,Being Jon Stewart,1960,0,writer
Ron A. Williams,The Crossover,1974,0,director
Ron A. Williams,The Crossover,1974,0,writer
Vine DeLoria Jr.,The Great Mystery,1933,2005,writer
Karl Francis,Hope Eternal,1943,0,director
Karl Francis,Hope Eternal,1943,0,writer
Pablo Uria,"Hoy no se fía, mañana sí",1978,0,writer
Julian Liurette,Impedimento,1976,0,director
Liliane de Kermadec,Le murmure des ruines,1928,2020,director
Liliane de Kermadec,Le murmure des ruines,1928,2020,writer
James Duke,Turnipseed,1976,0,director
James Duke,Turnipseed,1976,0,writer
Sean Daniel Bauer,Ante Up,1984,0,director
Alexie Elfmont,Blinded by Open Arms,1985,0,director
Travis Miller,Bloodstained Romance,1980,0,director
Jack Silverman,The Chosen One,1927,2019,writer
Layton Matthews,Death Perception,1978,0,director
Jasin Sloan,Death Perception,1980,0,director
Jarrod Perrott,Face Eater,1980,0,director
Jon McClure,Face Eater,1964,0,writer
Ron Mann,Know Your Mushrooms,1959,0,director
Ron Mann,Know Your Mushrooms,1959,0,writer
Zoë Simpson Dean,Maidenhead,1982,0,writer
John R. Hand,Scars of Youth,1979,0,director
John R. Hand,Scars of Youth,1979,0,writer
Uisdean Murray,Sessions of the Mind,1977,0,director
Brian Lynch,Switch,1974,0,writer
Acie Blaze,Switch,1980,0,director
Salina Duplessis,Tres caminos,1979,0,writer
Jocelyn Marquis,Us Sinners,1976,0,director
Ron Mulvihill,We Are Still Here,1957,0,director
Jillian Glantz,Beeswax,1987,0,director
Bjorn Jiskoot Jr.,Dead End,1979,0,director
Debbie D,Rotkäppchen: The Blood of Red Riding Hood,1972,0,director
